"";"Preis";"Typ";"Getriebe";"PS";"kilometer";"Kraftstoff";"Marke";"alter";"brandModel"
"8433";4900;"kleinwagen";"manuell";73;80000;"benzin";"citroen";10;"citroen_c2"
"8434";5900;"kleinwagen";"manuell";69;50000;"benzin";"skoda";6;"skoda_fabia"
"8435";2690;"kleinwagen";"manuell";80;150000;"benzin";"ford";14;"ford_fiesta"
"8436";2000;"kleinwagen";"manuell";75;150000;"benzin";"opel";14;"opel_corsa"
"8437";5200;"cabrio";"manuell";170;150000;"lpg";"audi";14;"audi_a4"
"8438";15300;"kombi";"automatik";190;125000;"diesel";"audi";8;"audi_a4"
"8439";20899;"limousine";"automatik";239;150000;"diesel";"audi";7;"audi_q7"
"8440";2999;"kleinwagen";"manuell";69;1e+07;"benzin";"seat";9;"seat_ibiza"
"8441";1400;"coupe";"automatik";102;150000;"benzin";"audi";18;"audi_a3"
"8442";5750;"limousine";"manuell";110;125000;"diesel";"peugeot";6;"peugeot_3_reihe"
"8443";1700;"kombi";"manuell";75;90000;"benzin";"peugeot";13;"peugeot_2_reihe"
"8444";13800;"kombi";"automatik";136;125000;"diesel";"mercedes_benz";7;"mercedes_benz_c_klasse"
"8445";2990;"limousine";"automatik";95;150000;"benzin";"mitsubishi";10;"mitsubishi_colt"
"8446";7299;"limousine";"manuell";105;150000;"diesel";"volkswagen";8;"volkswagen_golf"
"8447";680;"kleinwagen";"manuell";65;150000;"benzin";"opel";16;"opel_corsa"
"8448";5400;"kleinwagen";"manuell";75;1e+07;"benzin";"volkswagen";10;"volkswagen_golf"
"8449";3200;"kombi";"manuell";136;150000;"diesel";"ford";11;"ford_focus"
"8450";3599;"kombi";"manuell";136;150000;"diesel";"volkswagen";12;"volkswagen_passat"
"8451";699;"kleinwagen";"manuell";60;150000;"benzin";"daihatsu";13;"daihatsu_cuore"
"8452";1350;"limousine";"manuell";193;150000;"benzin";"bmw";18;"bmw_5er"
"8453";6900;"limousine";"manuell";99;60000;"benzin";"honda";8;"honda_civic"
"8454";32900;"cabrio";"manuell";320;150000;"benzin";"porsche";14;"porsche_911"
"8455";5900;"limousine";"manuell";150;70000;"benzin";"bmw";19;"bmw_5er"
"8456";5550;"kleinwagen";"manuell";69;40000;"benzin";"peugeot";6;"peugeot_1_reihe"
"8457";650;"limousine";"manuell";136;150000;"benzin";"mitsubishi";17;"mitsubishi_galant"
"8458";700;"limousine";"manuell";96;150000;"diesel";"mercedes_benz";19;"mercedes_benz_c_klasse"
"8459";3990;"limousine";"manuell";163;150000;"diesel";"bmw";14;"bmw_5er"
"8460";2999;"kleinwagen";"manuell";65;90000;"benzin";"kia";9;"kia_picanto"
"8461";3800;"kombi";"manuell";90;125000;"benzin";"opel";11;"opel_astra"
"8462";2280;"limousine";"manuell";26;60000;"benzin";"trabant";30;"trabant_601"
"8463";999;"bus";"manuell";90;150000;"benzin";"citroen";17;"citroen_berlingo"
"8464";1970;"kleinwagen";"manuell";60;150000;"benzin";"fiat";11;"fiat_punto"
"8465";4600;"limousine";"manuell";105;150000;"diesel";"volkswagen";12;"volkswagen_golf"
"8466";10800;"kombi";"manuell";224;150000;"diesel";"audi";11;"audi_a6"
"8467";17500;"suv";"manuell";140;125000;"diesel";"volkswagen";4;"volkswagen_tiguan"
"8468";7700;"limousine";"automatik";150;150000;"diesel";"mercedes_benz";12;"mercedes_benz_e_klasse"
"8469";4800;"kombi";"automatik";140;150000;"diesel";"volkswagen";10;"volkswagen_passat"
"8470";13000;"suv";"automatik";218;150000;"diesel";"bmw";11;"bmw_x_reihe"
"8471";6250;"limousine";"manuell";80;125000;"benzin";"volkswagen";8;"volkswagen_golf"
"8472";3800;"kombi";"automatik";179;30000;"diesel";"audi";16;"audi_a6"
"8473";34900;"kombi";"automatik";313;125000;"diesel";"audi";2;"audi_a6"
"8474";9600;"limousine";"manuell";122;150000;"diesel";"bmw";9;"bmw_3er"
"8475";500;"kombi";"manuell";90;150000;"benzin";"mazda";16;"mazda_6_reihe"
"8476";2000;"kleinwagen";"manuell";75;150000;"benzin";"volkswagen";15;"volkswagen_polo"
"8477";2200;"bus";"manuell";114;125000;"benzin";"nissan";13;"nissan_almera"
"8478";17000;"limousine";"automatik";150;60000;"diesel";"nissan";4;"nissan_qashqai"
"8479";1290;"kleinwagen";"manuell";50;150000;"benzin";"ford";16;"ford_fiesta"
"8480";5600;"cabrio";"automatik";71;60000;"benzin";"smart";7;"smart_fortwo"
"8481";25900;"kombi";"manuell";163;80000;"diesel";"volvo";4;"volvo_xc_reihe"
"8482";9000;"limousine";"manuell";163;150000;"diesel";"bmw";11;"bmw_3er"
"8483";7600;"bus";"manuell";105;150000;"diesel";"volkswagen";8;"volkswagen_touran"
"8484";6000;"kombi";"automatik";170;150000;"diesel";"mercedes_benz";13;"mercedes_benz_c_klasse"
"8485";6800;"coupe";"manuell";179;150000;"benzin";"audi";15;"audi_tt"
"8486";5000;"kleinwagen";"manuell";90;90000;"benzin";"mini";12;"mini_one"
"8487";1790;"cabrio";"manuell";90;150000;"benzin";"renault";17;"renault_megane"
"8488";1600;"limousine";"automatik";102;150000;"benzin";"bmw";19;"bmw_3er"
"8489";20000;"limousine";"automatik";507;150000;"benzin";"bmw";10;"bmw_m_reihe"
"8490";5500;"kleinwagen";"manuell";69;70000;"benzin";"toyota";8;"toyota_yaris"
"8491";16500;"coupe";"automatik";140;80000;"diesel";"volkswagen";5;"volkswagen_cc"
"8492";49900;"coupe";"automatik";551;50000;"benzin";"mercedes_benz";4;"mercedes_benz_c_klasse"
"8493";890;"kombi";"manuell";101;150000;"benzin";"ford";17;"ford_focus"
"8494";8000;"kombi";"automatik";184;50000;"diesel";"bmw";4;"bmw_5er"
"8495";1690;"bus";"manuell";75;150000;"benzin";"renault";10;"renault_kangoo"
"8496";2000;"limousine";"manuell";101;150000;"benzin";"opel";16;"opel_vectra"
"8497";4700;"limousine";"automatik";102;150000;"benzin";"audi";12;"audi_a3"
"8498";29900;"limousine";"automatik";185;20000;"benzin";"mercedes_benz";3;"mercedes_benz_e_klasse"
"8499";3500;"cabrio";"manuell";125;150000;"benzin";"opel";13;"opel_astra"
"8500";45000;"suv";"automatik";190;10000;"diesel";"land_rover";2;"land_rover_range_rover_evoque"
"8501";2600;"limousine";"manuell";75;70000;"benzin";"dacia";10;"dacia_logan"
"8502";16900;"kombi";"automatik";177;80000;"diesel";"bmw";6;"bmw_5er"
"8503";9500;"suv";"automatik";174;150000;"diesel";"volkswagen";12;"volkswagen_touareg"
"8504";600;"kombi";"automatik";170;150000;"benzin";"mitsubishi";18;"mitsubishi_galant"
"8505";2300;"cabrio";"automatik";61;125000;"benzin";"smart";13;"smart_fortwo"
"8506";5700;"kombi";"manuell";102;150000;"benzin";"skoda";11;"skoda_octavia"
"8507";700;"kleinwagen";"manuell";80;125000;"benzin";"fiat";15;"fiat_punto"
"8508";4900;"limousine";"manuell";116;150000;"benzin";"volkswagen";13;"volkswagen_golf"
"8509";4199;"cabrio";"manuell";135;150000;"benzin";"renault";10;"renault_megane"
"8510";2500;"limousine";"automatik";101;150000;"benzin";"volkswagen";16;"volkswagen_golf"
"8511";899;"kombi";"manuell";115;30000;"benzin";"volkswagen";21;"volkswagen_passat"
"8512";4200;"suv";"automatik";250;150000;"diesel";"mercedes_benz";14;"mercedes_benz_m_klasse"
"8513";2200;"bus";"manuell";109;150000;"lpg";"citroen";13;"citroen_berlingo"
"8514";2200;"limousine";"manuell";75;90000;"benzin";"volkswagen";18;"volkswagen_golf"
"8515";1049;"kleinwagen";"manuell";60;150000;"benzin";"peugeot";16;"peugeot_2_reihe"
"8516";3300;"bus";"manuell";131;150000;"diesel";"volkswagen";13;"volkswagen_sharan"
"8517";14499;"kombi";"manuell";209;125000;"benzin";"audi";8;"audi_a6"
"8518";1299;"kombi";"manuell";150;150000;"benzin";"audi";20;"audi_a6"
"8519";1000;"limousine";"manuell";150;150000;"benzin";"mercedes_benz";20;"mercedes_benz_e_klasse"
"8520";2900;"limousine";"manuell";118;150000;"benzin";"bmw";17;"bmw_3er"
"8521";1699;"kleinwagen";"manuell";101;150000;"diesel";"volkswagen";13;"volkswagen_polo"
"8522";9999;"limousine";"manuell";177;150000;"diesel";"bmw";8;"bmw_1er"
"8523";49800;"coupe";"automatik";355;80000;"benzin";"porsche";8;"porsche_911"
"8524";29300;"coupe";"automatik";420;125000;"benzin";"bmw";8;"bmw_m_reihe"
"8525";18600;"limousine";"automatik";235;150000;"diesel";"mercedes_benz";7;"mercedes_benz_s_klasse"
"8526";2333;"bus";"automatik";116;150000;"benzin";"opel";16;"opel_zafira"
"8527";1000;"limousine";"automatik";101;1e+07;"benzin";"peugeot";18;"peugeot_3_reihe"
"8528";1500;"kombi";"manuell";115;150000;"diesel";"ford";12;"ford_focus"
"8529";4300;"coupe";"manuell";193;150000;"benzin";"bmw";16;"bmw_3er"
"8530";1099;"limousine";"manuell";116;90000;"benzin";"fiat";24;"fiat_croma"
"8531";4200;"cabrio";"manuell";109;80000;"benzin";"peugeot";10;"peugeot_2_reihe"
"8532";4099;"kleinwagen";"manuell";60;30000;"benzin";"ford";9;"ford_fiesta"
"8533";4500;"coupe";"manuell";179;150000;"benzin";"audi";17;"audi_tt"
"8534";18400;"limousine";"automatik";231;150000;"diesel";"mercedes_benz";4;"mercedes_benz_e_klasse"
"8535";15500;"limousine";"automatik";367;150000;"benzin";"mercedes_benz";12;"mercedes_benz_c_klasse"
"8536";2250;"kleinwagen";"manuell";75;125000;"benzin";"renault";13;"renault_twingo"
"8537";3500;"kleinwagen";"manuell";92;90000;"benzin";"suzuki";9;"suzuki_swift"
"8538";3500;"kombi";"manuell";125;150000;"benzin";"ford";11;"ford_mondeo"
"8539";2950;"limousine";"manuell";90;150000;"benzin";"honda";12;"honda_civic"
"8540";5000;"limousine";"manuell";191;150000;"benzin";"bmw";14;"bmw_3er"
"8541";1100;"kleinwagen";"automatik";60;125000;"benzin";"volkswagen";18;"volkswagen_polo"
"8542";1400;"kleinwagen";"manuell";50;125000;"benzin";"volkswagen";13;"volkswagen_lupo"
"8543";3890;"limousine";"manuell";125;125000;"benzin";"opel";12;"opel_astra"
"8544";22500;"limousine";"automatik";387;150000;"benzin";"mercedes_benz";9;"mercedes_benz_s_klasse"
"8545";2850;"limousine";"manuell";150;150000;"diesel";"bmw";13;"bmw_3er"
"8546";2500;"kleinwagen";"automatik";50;70000;"benzin";"smart";10;"smart_fortwo"
"8547";1180;"kleinwagen";"manuell";60;125000;"benzin";"ford";20;"ford_ka"
"8548";2500;"cabrio";"manuell";113;150000;"benzin";"bmw";23;"bmw_3er"
"8549";8400;"bus";"manuell";105;60000;"benzin";"skoda";5;"skoda_roomster"
"8550";2000;"kleinwagen";"manuell";37;125000;"benzin";"volkswagen";17;"volkswagen_polo"
"8551";1249;"bus";"manuell";114;150000;"benzin";"renault";18;"renault_scenic"
"8552";3500;"kombi";"automatik";170;150000;"benzin";"audi";15;"audi_a6"
"8553";1200;"kleinwagen";"manuell";75;150000;"benzin";"renault";14;"renault_twingo"
"8554";2900;"kleinwagen";"automatik";40;125000;"diesel";"smart";12;"smart_fortwo"
"8555";2845;"kombi";"manuell";101;150000;"diesel";"opel";8;"opel_astra"
"8556";1600;"bus";"manuell";60;150000;"diesel";"volkswagen";24;"volkswagen_transporter"
"8557";12100;"suv";"automatik";306;150000;"diesel";"mercedes_benz";9;"mercedes_benz_m_klasse"
"8558";13560;"kombi";"manuell";140;125000;"diesel";"skoda";5;"skoda_superb"
"8559";1400;"limousine";"manuell";101;150000;"lpg";"audi";19;"audi_a3"
"8560";10500;"kombi";"manuell";140;150000;"diesel";"volkswagen";4;"volkswagen_passat"
"8561";8799;"kombi";"manuell";150;150000;"benzin";"audi";11;"audi_a3"
"8562";1290;"kleinwagen";"manuell";60;125000;"benzin";"ford";10;"ford_ka"
"8563";8200;"kombi";"automatik";200;150000;"benzin";"audi";11;"audi_a3"
"8564";3800;"coupe";"manuell";136;150000;"benzin";"mercedes_benz";18;"mercedes_benz_clk"
"8565";950;"kleinwagen";"manuell";60;125000;"benzin";"volkswagen";18;"volkswagen_polo"
"8566";3500;"limousine";"manuell";170;150000;"benzin";"bmw";17;"bmw_5er"
"8567";6690;"coupe";"manuell";218;125000;"benzin";"mercedes_benz";12;"mercedes_benz_c_klasse"
"8568";24500;"suv";"manuell";150;80000;"diesel";"honda";3;"honda_cr_reihe"
"8569";63000;"coupe";"automatik";487;10000;"benzin";"mercedes_benz";3;"mercedes_benz_c_klasse"
"8570";8990;"suv";"automatik";163;150000;"diesel";"jeep";12;"jeep_grand"
"8571";1650;"kleinwagen";"manuell";60;150000;"benzin";"volkswagen";16;"volkswagen_polo"
"8572";1850;"kombi";"manuell";155;150000;"benzin";"opel";13;"opel_vectra"
"8573";5250;"kombi";"manuell";84;125000;"cng";"dacia";4;"dacia_logan"
"8574";1900;"limousine";"manuell";97;150000;"benzin";"toyota";15;"toyota_corolla"
"8575";1349;"kombi";"manuell";165;150000;"benzin";"audi";18;"audi_a6"
"8576";26950;"suv";"automatik";179;50000;"benzin";"volkswagen";4;"volkswagen_tiguan"
"8577";1999;"bus";"manuell";75;125000;"benzin";"renault";15;"renault_kangoo"
"8578";6700;"bus";"manuell";115;150000;"diesel";"seat";10;"seat_alhambra"
"8579";6000;"kleinwagen";"manuell";51;60000;"benzin";"volkswagen";4;"volkswagen_up"
"8580";1499;"kleinwagen";"manuell";58;150000;"benzin";"renault";10;"renault_twingo"
"8581";18500;"limousine";"automatik";170;50000;"benzin";"bmw";4;"bmw_1er"
"8582";17600;"kombi";"automatik";232;125000;"diesel";"audi";9;"audi_a6"
"8583";2222;"kleinwagen";"automatik";41;150000;"diesel";"smart";16;"smart_fortwo"
"8584";650;"kleinwagen";"manuell";50;125000;"benzin";"volkswagen";18;"volkswagen_polo"
"8585";1950;"limousine";"manuell";105;150000;"benzin";"volkswagen";18;"volkswagen_golf"
"8586";2900;"kombi";"manuell";150;150000;"benzin";"audi";17;"audi_a4"
"8587";2000;"limousine";"manuell";75;150000;"benzin";"volkswagen";16;"volkswagen_golf"
"8588";4400;"kombi";"manuell";105;150000;"diesel";"volkswagen";10;"volkswagen_caddy"
"8589";5999;"limousine";"manuell";116;150000;"benzin";"bmw";11;"bmw_1er"
"8590";2950;"kombi";"manuell";125;150000;"diesel";"opel";13;"opel_signum"
"8591";1390;"kleinwagen";"manuell";60;150000;"benzin";"peugeot";17;"peugeot_2_reihe"
"8592";11999;"limousine";"automatik";190;150000;"benzin";"bmw";7;"bmw_5er"
"8593";6800;"kleinwagen";"manuell";82;70000;"benzin";"ford";6;"ford_fiesta"
"8594";2900;"limousine";"manuell";60;125000;"benzin";"volkswagen";13;"volkswagen_polo"
"8595";5200;"kleinwagen";"manuell";103;70000;"benzin";"daihatsu";10;"daihatsu_materia"
"8596";17599;"limousine";"manuell";136;30000;"benzin";"bmw";2;"bmw_1er"
"8597";1890;"kombi";"manuell";145;150000;"benzin";"ford";15;"ford_mondeo"
"8598";3900;"limousine";"manuell";90;80000;"benzin";"suzuki";9;"suzuki_swift"
"8599";9400;"limousine";"automatik";250;125000;"benzin";"audi";11;"audi_a3"
"8600";10200;"kombi";"automatik";179;150000;"diesel";"audi";8;"audi_a6"
"8601";500;"limousine";"manuell";120;150000;"benzin";"alfa_romeo";17;"alfa_romeo_156"
"8602";9899;"kombi";"automatik";272;150000;"diesel";"bmw";11;"bmw_5er"
"8603";8990;"kombi";"manuell";105;150000;"diesel";"volkswagen";5;"volkswagen_golf"
"8604";5999;"kleinwagen";"automatik";61;125000;"benzin";"smart";11;"smart_fortwo"
"8605";3500;"kleinwagen";"manuell";54;80000;"benzin";"volkswagen";11;"volkswagen_fox"
"8606";3700;"limousine";"manuell";90;150000;"diesel";"volkswagen";17;"volkswagen_golf"
"8607";650;"limousine";"manuell";136;150000;"benzin";"mercedes_benz";20;"mercedes_benz_e_klasse"
"8608";6790;"kleinwagen";"manuell";69;50000;"benzin";"opel";4;"opel_corsa"
"8609";9500;"suv";"manuell";150;1e+07;"diesel";"opel";8;"opel_antara"
"8610";1600;"limousine";"manuell";75;150000;"benzin";"volkswagen";16;"volkswagen_golf"
"8611";1950;"bus";"manuell";120;20000;"benzin";"opel";16;"opel_zafira"
"8612";2999;"limousine";"automatik";193;150000;"benzin";"bmw";20;"bmw_7er"
"8613";3980;"cabrio";"manuell";109;150000;"benzin";"peugeot";13;"peugeot_2_reihe"
"8614";550;"limousine";"automatik";116;150000;"benzin";"volkswagen";22;"volkswagen_golf"
"8615";2750;"limousine";"manuell";82;1e+07;"benzin";"mercedes_benz";13;"mercedes_benz_a_klasse"
"8616";23900;"bus";"manuell";110;5000;"benzin";"volkswagen";1;"volkswagen_golf"
"8617";3499;"limousine";"manuell";170;150000;"benzin";"bmw";19;"bmw_3er"
"8618";800;"limousine";"manuell";101;150000;"benzin";"opel";17;"opel_astra"
"8619";30500;"kombi";"automatik";258;80000;"diesel";"bmw";5;"bmw_5er"
"8620";7300;"kleinwagen";"manuell";69;70000;"benzin";"volkswagen";5;"volkswagen_polo"
"8621";4990;"kombi";"manuell";105;150000;"lpg";"opel";10;"opel_astra"
"8622";3000;"kombi";"manuell";131;150000;"diesel";"volkswagen";14;"volkswagen_bora"
"8623";2950;"kleinwagen";"manuell";75;125000;"benzin";"volkswagen";13;"volkswagen_golf"
"8624";23500;"limousine";"automatik";170;60000;"diesel";"mercedes_benz";3;"mercedes_benz_c_klasse"
"8625";6899;"limousine";"manuell";122;150000;"diesel";"bmw";10;"bmw_3er"
"8626";1700;"kleinwagen";"manuell";54;150000;"benzin";"volkswagen";13;"volkswagen_polo"
"8627";2950;"kleinwagen";"manuell";101;150000;"benzin";"seat";10;"seat_ibiza"
"8628";2200;"cabrio";"manuell";90;125000;"benzin";"renault";19;"renault_megane"
"8629";4650;"limousine";"automatik";109;150000;"benzin";"mercedes_benz";33;"mercedes_benz_200"
"8630";16700;"cabrio";"manuell";252;125000;"benzin";"porsche";15;"porsche_boxster"
"8631";22000;"kombi";"automatik";150;80000;"diesel";"audi";3;"audi_a3"
"8632";7498;"kombi";"automatik";140;150000;"diesel";"volkswagen";9;"volkswagen_passat"
"8633";10000;"kombi";"manuell";140;70000;"benzin";"opel";7;"opel_insignia"
"8634";6850;"limousine";"manuell";116;150000;"benzin";"mercedes_benz";8;"mercedes_benz_a_klasse"
"8635";790;"limousine";"manuell";174;150000;"benzin";"volkswagen";22;"volkswagen_golf"
"8636";25000;"kombi";"manuell";110;10000;"benzin";"volkswagen";1;"volkswagen_golf"
"8637";2100;"kombi";"manuell";103;150000;"diesel";"renault";9;"renault_megane"
"8638";3650;"kombi";"automatik";116;150000;"benzin";"volkswagen";14;"volkswagen_passat"
"8639";5000;"kombi";"manuell";140;150000;"diesel";"opel";13;"opel_signum"
"8640";3990;"kombi";"manuell";101;150000;"benzin";"ford";9;"ford_focus"
"8641";2850;"kleinwagen";"automatik";60;70000;"benzin";"opel";13;"opel_corsa"
"8642";5000;"kleinwagen";"manuell";75;90000;"benzin";"volkswagen";11;"volkswagen_polo"
"8643";14500;"kombi";"manuell";177;150000;"diesel";"bmw";7;"bmw_5er"
"8644";7700;"kleinwagen";"automatik";71;30000;"benzin";"smart";4;"smart_fortwo"
"8645";3000;"limousine";"manuell";116;150000;"benzin";"ford";11;"ford_focus"
"8646";2399;"bus";"manuell";54;125000;"diesel";"renault";14;"renault_kangoo"
"8647";2120;"bus";"manuell";101;150000;"diesel";"nissan";12;"nissan_100"
"8648";8500;"cabrio";"manuell";150;1e+07;"benzin";"bmw";21;"bmw_3er"
"8649";3490;"kleinwagen";"manuell";68;125000;"benzin";"toyota";7;"toyota_aygo"
"8650";13299;"kleinwagen";"automatik";102;30000;"benzin";"smart";5;"smart_fortwo"
"8651";8890;"suv";"automatik";174;150000;"diesel";"volkswagen";11;"volkswagen_touareg"
"8652";5990;"kleinwagen";"manuell";86;90000;"benzin";"seat";7;"seat_ibiza"
"8653";4300;"kleinwagen";"manuell";80;125000;"benzin";"opel";7;"opel_corsa"
"8654";1500;"limousine";"automatik";170;150000;"benzin";"mercedes_benz";17;"mercedes_benz_c_klasse"
"8655";3800;"limousine";"manuell";105;150000;"benzin";"mazda";9;"mazda_3_reihe"
"8656";500;"kombi";"manuell";116;150000;"benzin";"opel";20;"opel_vectra"
"8657";6000;"coupe";"automatik";300;150000;"benzin";"mercedes_benz";15;"mercedes_benz_clk"
"8658";21500;"suv";"automatik";120;150000;"diesel";"mercedes_benz";17;"mercedes_benz_g_klasse"
"8659";9000;"limousine";"automatik";279;150000;"benzin";"mercedes_benz";24;"mercedes_benz_e_klasse"
"8660";1449;"cabrio";"automatik";101;150000;"benzin";"volkswagen";17;"volkswagen_golf"
"8661";40900;"coupe";"automatik";299;10000;"benzin";"volkswagen";1;"volkswagen_cc"
"8662";7499;"suv";"automatik";292;150000;"lpg";"mercedes_benz";14;"mercedes_benz_m_klasse"
"8663";1300;"kombi";"manuell";101;150000;"benzin";"ford";13;"ford_focus"
"8664";3600;"bus";"manuell";102;150000;"diesel";"volkswagen";15;"volkswagen_transporter"
"8665";3500;"kleinwagen";"manuell";76;60000;"benzin";"renault";8;"renault_twingo"
"8666";12390;"limousine";"automatik";170;150000;"diesel";"mercedes_benz";8;"mercedes_benz_c_klasse"
"8667";4000;"limousine";"manuell";75;150000;"benzin";"volkswagen";11;"volkswagen_golf"
"8668";10000;"cabrio";"manuell";86;1e+07;"benzin";"fiat";38;"fiat_spider"
"8669";12200;"limousine";"manuell";177;150000;"diesel";"audi";8;"audi_a4"
"8670";4400;"kleinwagen";"manuell";75;150000;"benzin";"audi";15;"audi_a2"
"8671";28995;"kombi";"manuell";150;10000;"diesel";"audi";1;"audi_a3"
"8672";5400;"kombi";"manuell";218;150000;"diesel";"bmw";11;"bmw_5er"
"8673";3700;"kombi";"manuell";116;150000;"diesel";"audi";16;"audi_a4"
"8674";5100;"coupe";"manuell";178;150000;"benzin";"audi";16;"audi_tt"
"8675";9500;"bus";"manuell";105;150000;"benzin";"volkswagen";6;"volkswagen_golf"
"8676";7999;"kleinwagen";"manuell";60;40000;"benzin";"volkswagen";4;"volkswagen_polo"
"8677";3999;"bus";"manuell";101;150000;"diesel";"volkswagen";12;"volkswagen_touran"
"8678";400;"kombi";"manuell";103;150000;"benzin";"subaru";24;"subaru_legacy"
"8679";30750;"limousine";"automatik";170;20000;"benzin";"audi";2;"audi_q3"
"8680";12599;"kombi";"automatik";177;150000;"diesel";"bmw";7;"bmw_5er"
"8681";1400;"kleinwagen";"manuell";60;125000;"benzin";"ford";14;"ford_ka"
"8682";22000;"limousine";"automatik";320;150000;"diesel";"mercedes_benz";9;"mercedes_benz_s_klasse"
"8683";1400;"limousine";"automatik";136;150000;"benzin";"mercedes_benz";17;"mercedes_benz_c_klasse"
"8684";22500;"limousine";"automatik";156;30000;"benzin";"mercedes_benz";4;"mercedes_benz_c_klasse"
"8685";12500;"limousine";"automatik";184;80000;"benzin";"mercedes_benz";9;"mercedes_benz_c_klasse"
"8686";23450;"cabrio";"automatik";240;150000;"diesel";"audi";7;"audi_a5"
"8687";5300;"kombi";"automatik";193;150000;"diesel";"bmw";13;"bmw_5er"
"8688";12999;"suv";"manuell";136;1e+07;"diesel";"hyundai";5;"hyundai_i_reihe"
"8689";1000;"kombi";"manuell";22;150000;"benzin";"opel";17;"opel_astra"
"8690";2900;"cabrio";"manuell";109;150000;"benzin";"peugeot";11;"peugeot_2_reihe"
"8691";7999;"kombi";"automatik";218;150000;"diesel";"bmw";12;"bmw_5er"
"8692";1990;"limousine";"automatik";116;1e+07;"benzin";"mitsubishi";20;"mitsubishi_carisma"
"8693";5100;"bus";"manuell";105;125000;"benzin";"opel";9;"opel_zafira"
"8694";14200;"bus";"automatik";140;40000;"diesel";"ford";3;"ford_c_max"
"8695";36500;"coupe";"manuell";317;5000;"benzin";"ford";0;"ford_mustang"
"8696";2650;"limousine";"manuell";105;150000;"benzin";"volkswagen";13;"volkswagen_golf"
"8697";1850;"kleinwagen";"manuell";98;125000;"benzin";"renault";15;"renault_clio"
"8698";2500;"kombi";"manuell";116;150000;"diesel";"audi";16;"audi_a4"
"8699";1550;"kleinwagen";"manuell";60;80000;"benzin";"ford";14;"ford_fiesta"
"8700";999;"kombi";"automatik";224;150000;"benzin";"mercedes_benz";17;"mercedes_benz_e_klasse"
"8701";1150;"kleinwagen";"manuell";60;150000;"benzin";"volkswagen";15;"volkswagen_lupo"
"8702";1650;"kombi";"manuell";90;125000;"diesel";"toyota";18;"toyota_avensis"
"8703";12000;"kombi";"automatik";272;150000;"diesel";"bmw";11;"bmw_5er"
"8704";4000;"limousine";"manuell";109;150000;"diesel";"ford";10;"ford_c_max"
"8705";45507;"coupe";"automatik";506;150000;"benzin";"mercedes_benz";4;"mercedes_benz_c_klasse"
"8706";1000;"kleinwagen";"manuell";60;150000;"benzin";"volkswagen";13;"volkswagen_lupo"
"8707";5000;"kombi";"manuell";105;150000;"diesel";"volkswagen";12;"volkswagen_golf"
"8708";5500;"kombi";"manuell";90;150000;"diesel";"ford";6;"ford_focus"
"8709";500;"kombi";"manuell";140;150000;"diesel";"volvo";20;"volvo_850"
"8710";150000;"cabrio";"manuell";272;40000;"benzin";"porsche";22;"porsche_911"
"8711";1000;"kombi";"manuell";95;150000;"benzin";"ford";17;"ford_mondeo"
"8712";6990;"bus";"manuell";140;150000;"diesel";"volkswagen";11;"volkswagen_touran"
"8713";1750;"cabrio";"manuell";150;150000;"benzin";"bmw";22;"bmw_3er"
"8714";25980;"suv";"automatik";239;125000;"diesel";"audi";6;"audi_q5"
"8715";12900;"suv";"manuell";135;50000;"benzin";"hyundai";4;"hyundai_i_reihe"
"8716";15800;"limousine";"manuell";170;70000;"diesel";"volkswagen";6;"volkswagen_golf"
"8717";6350;"cabrio";"manuell";129;150000;"benzin";"bmw";25;"bmw_3er"
"8718";25000;"suv";"manuell";170;60000;"diesel";"volkswagen";3;"volkswagen_tiguan"
"8719";9500;"limousine";"manuell";260;90000;"benzin";"mazda";8;"mazda_3_reihe"
"8720";6950;"kleinwagen";"manuell";80;1e+07;"benzin";"volkswagen";8;"volkswagen_golf"
"8721";690;"kleinwagen";"manuell";45;150000;"benzin";"volkswagen";23;"volkswagen_fox"
"8722";5300;"cabrio";"automatik";163;150000;"benzin";"audi";13;"audi_a4"
"8723";6799;"kleinwagen";"automatik";71;30000;"benzin";"smart";4;"smart_fortwo"
"8724";1990;"limousine";"manuell";101;150000;"benzin";"audi";17;"audi_a3"
"8725";14500;"bus";"manuell";131;150000;"diesel";"volkswagen";9;"volkswagen_transporter"
"8726";1300;"kombi";"manuell";107;150000;"benzin";"renault";14;"renault_laguna"
"8727";7750;"kombi";"manuell";80;125000;"benzin";"volkswagen";6;"volkswagen_caddy"
"8728";6900;"kombi";"manuell";102;1e+07;"benzin";"volkswagen";9;"volkswagen_caddy"
"8729";2500;"kleinwagen";"manuell";60;90000;"benzin";"opel";11;"opel_corsa"
"8730";5600;"cabrio";"manuell";140;150000;"benzin";"bmw";19;"bmw_z_reihe"
"8731";22800;"limousine";"automatik";170;80000;"diesel";"mercedes_benz";7;"mercedes_benz_e_klasse"
"8732";33700;"coupe";"automatik";435;150000;"benzin";"mercedes_benz";5;"mercedes_benz_cl"
"8733";3500;"bus";"manuell";102;150000;"diesel";"volkswagen";18;"volkswagen_transporter"
"8734";500;"kombi";"manuell";139;150000;"benzin";"renault";16;"renault_laguna"
"8735";4999;"kleinwagen";"manuell";116;125000;"benzin";"volkswagen";12;"volkswagen_golf"
"8736";14500;"bus";"automatik";120;20000;"benzin";"opel";2;"opel_meriva"
"8737";3510;"bus";"manuell";120;150000;"diesel";"opel";9;"opel_zafira"
